protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
P32298,-2.6459885,-8.636107,6.8152113,5.225305,0.9623342,-9.967946,11.268674,0.80204415,-4.774033,1.2015918,3.8422782,0.15948805,1.6144967,-2.356005,-1.0001359,-1.6249774,-0.33134377,3.7294083,5.672019,3.0028746,1.7945609,7.6491947,10.298542,-4.0975943,2.0215836,-2.8814406,-2.979078,7.5541825,1.9790859,-5.0585427,-5.6171207,-4.307274
Q8WTQ7,-4.45234,-8.0322695,6.936615,7.1494155,-1.3816465,-7.5274773,12.530986,1.0497816,-3.2490141,1.4485549,4.8410068,0.1482032,1.7457196,-1.6050675,-0.981768,-0.60461915,-0.20872457,2.367354,4.4120493,2.4378052,2.7675242,8.376938,11.507865,-5.30116,3.187399,-1.4265869,-3.0752861,6.0404487,0.48614982,-4.927446,-4.385362,-3.2927074
P49840,-5.3395643,-9.062144,5.371084,6.653254,-0.58082634,-6.4159026,11.560408,1.6367934,-2.7834885,0.028360358,3.6933804,-1.4925877,3.583643,-0.41860017,-1.1892436,-2.5996814,-3.4830933,3.6050181,4.3441443,3.870654,1.6271218,8.890433,11.610622,-7.1590853,2.9492986,0.5344618,-2.669027,2.4531064,-0.3248148,-5.7652764,-4.3504124,-4.387423
P49841,-5.4671144,-9.758944,6.4796057,6.5017223,-1.4333237,-6.5869412,12.094234,0.18943597,-4.4409666,0.39379886,5.889566,-0.42722023,3.1027157,-3.4447002,0.0869608,-1.2511352,-1.0841817,2.1169586,4.3835316,5.976152,2.2652905,10.706373,7.8748555,-6.0212708,0.35164225,0.13412297,-2.5561078,4.3893175,-1.0130216,-3.510739,-3.1403952,-4.44198
P08631,-5.46614,-11.120148,3.749591,7.1394167,1.2699047,-7.119564,12.072591,-1.2677715,-4.828418,-0.9356048,4.177309,-2.4056652,2.8274431,-1.2833844,0.023135316,-3.4708946,-2.2017944,2.7571185,6.964066,3.6847208,1.2748497,9.035128,8.720423,-3.4679396,1.5128939,-1.8778456,-0.95673454,3.9175436,-0.11511955,-4.4242826,-4.94291,-5.3183737
Q86Z02,-5.679118,-10.083506,5.8864727,4.0069633,-2.0681107,-7.524475,11.862439,0.23991752,-4.868638,0.23019627,4.9382763,-0.75430954,1.8211823,-2.567976,0.42113754,-4.7662835,-1.058119,5.1295567,5.18269,3.8869245,0.4167911,7.659752,8.444796,-4.537807,0.5875472,-1.9678717,-0.6147285,3.5668185,0.85729253,-6.683586,-7.1758733,-4.8759418
Q9H2X6,-4.2659073,-10.423682,5.5384874,7.099338,-0.1037842,-8.0661,11.402822,1.6482903,-3.6529286,1.143459,3.891252,-0.6131493,0.9086387,-1.2974228,0.11545724,-0.92456365,-0.41319183,3.1204145,4.0564227,3.5364583,3.92769,8.33416,10.183909,-4.2208943,2.9492674,-2.418601,-3.0331562,4.921722,0.060132913,-5.908103,-6.148739,-4.8810596
Q9H422,-6.416638,-11.268077,4.517055,7.2104206,0.57907134,-6.6622725,12.011732,-1.7381817,-3.7075157,0.064991415,4.2168264,0.06015116,2.8806643,-2.9669328,0.03858894,-1.457055,-2.1450458,3.2299368,6.8299384,4.2352414,2.2565532,8.648926,9.243647,-4.7648273,2.0078194,-1.5112493,-1.7725892,4.4176946,0.40223506,-3.5203793,-4.590342,-4.3031144
Q8NE63,-5.9907675,-9.344534,5.6767445,5.0448027,-1.6017778,-7.435526,12.331539,1.0687596,-4.6487684,0.56245476,4.1821613,0.49971867,1.3650049,-1.8661687,0.02217587,-2.2428987,-1.3922787,4.7700305,4.42144,3.6857843,1.3566554,8.365738,9.7522545,-5.5003,2.6617415,-2.3982148,-2.788405,4.4080725,0.6026872,-6.1025405,-5.5914307,-5.01187
Q92918,-4.925706,-11.447501,6.2245684,7.8299885,-1.8282214,-5.5103703,10.840619,-0.063793294,-3.3262649,0.22025925,4.7376323,-2.3031156,2.716166,-3.2413514,0.14144927,-2.6371238,-1.124598,3.5771337,3.567682,4.507404,2.673734,9.532647,9.355351,-3.8754146,0.70442915,-0.50259477,-1.6893734,3.835519,-1.7030102,-5.1131554,-6.231884,-5.1645327
P57058,-4.0664554,-9.848664,4.577741,6.0165014,-1.1852908,-7.654482,11.899383,2.7983353,-4.0820565,2.1922905,6.567332,0.19621609,0.35909122,-1.2892394,-1.0127904,-1.4871469,0.909585,3.5737712,2.780781,3.1510682,4.3128333,8.075361,9.862827,-4.05186,2.1148126,-2.477336,-3.0926414,5.2568297,0.6329831,-5.871203,-6.9064345,-3.6188595
Q9UPZ9,-4.1208844,-9.005023,5.756016,6.929702,-0.66757333,-7.8387504,12.200563,-0.02624355,-3.2021685,1.2020645,3.4425557,-0.4869371,2.0036066,-0.20629618,-1.5165508,-2.6192067,-2.1471512,3.2886457,4.576438,2.9040732,3.0905604,8.061491,11.300055,-5.4799695,3.3061166,-1.9080789,-1.8622912,3.4060683,0.9656887,-5.8027244,-6.223361,-3.8635511
P08069,-5.889178,-10.471672,4.7677436,7.010197,-0.7689491,-4.3439736,12.977277,-0.23827,-1.926789,2.0938833,4.6832123,-2.2958844,3.784564,-2.2116945,-1.4179633,-1.5890824,-1.6465646,1.7785772,5.09777,3.541074,2.2660446,10.869916,9.819861,-6.388902,0.8135798,-0.5883712,-2.130477,3.3473363,-0.6310586,-3.9123893,-4.5940933,-3.3432996
O15111,-6.7301435,-10.173728,4.6782026,5.8916607,0.8470544,-7.7869887,12.419471,-0.4257024,-3.4171164,0.82248217,4.124151,1.302533,1.4737811,-1.7934313,1.0393872,-1.7778876,-2.2610574,2.7296593,7.945348,3.4728818,2.5708916,7.8568354,9.364859,-4.4202375,3.2272675,-2.0617511,-2.4834027,3.861549,2.3342776,-5.1303797,-4.556728,-4.324067
O14920,-5.0409393,-11.47175,5.2374024,7.680051,-1.0171719,-7.4273214,9.970455,1.3443778,-5.3442435,-0.9949327,6.0382485,0.24721274,2.223628,-3.4375193,-0.49281332,-1.0888194,-0.95505995,3.634263,3.6629164,4.7331448,2.4949725,8.6998205,10.055478,-4.3116417,2.9789684,1.5434716,-2.7238224,4.8415217,-0.46813184,-3.8290968,-3.3927917,-4.7487855
Q14164,-4.833699,-11.905124,4.4974937,6.7937946,0.61109525,-6.0911713,11.517647,-2.38111,-4.191389,1.8511944,3.7075987,-2.1630921,3.9636555,-2.699092,-0.7966159,-0.6787017,-0.82955545,2.2051096,5.2007966,2.9514768,1.9891888,8.923359,9.590361,-5.4112287,-0.028150959,-0.97114754,-2.6098776,5.489669,-1.8572232,-4.246515,-5.742993,-4.5436974
P06213,-5.5427217,-8.005752,5.811692,4.12445,-1.1095794,-8.289149,12.282815,-0.07869993,-3.507733,2.7146351,3.4232755,1.1106563,1.1190531,0.074828446,-0.49629924,-1.7533449,-1.7769812,3.7978783,4.8161855,0.565883,2.2764091,6.2525983,11.182607,-5.9958735,3.463873,-2.8479424,-3.2898483,4.358996,1.1078981,-7.4144483,-7.3326616,-4.0699606
P14616,-7.6881475,-10.522817,5.1106753,5.69853,-1.3581705,-7.097447,12.26677,0.9158615,-2.8787744,1.0671053,5.2062573,0.7429418,2.0606506,-3.5488234,0.45236576,-3.085836,-1.271003,2.3672018,6.8054085,2.1996942,1.9558296,9.242283,8.456615,-4.5120654,1.284099,-1.6886988,-2.6887877,4.3178415,1.5090134,-4.976567,-4.91574,-3.3376021
P51617,-2.6255891,-8.869398,5.295992,6.124879,1.2515074,-8.606861,11.558528,3.457318,-2.7394886,1.6739249,5.097956,-1.1454927,1.0908368,-0.89291906,-0.9551818,-1.5043125,0.053988,4.287011,3.5122993,5.3653746,4.0231028,8.115588,10.432147,-4.6253633,2.2759924,-3.2760715,-2.6463728,5.272367,1.4647955,-5.520923,-6.4495025,-4.132919
Q9Y616,-5.693908,-10.198881,5.7640815,7.9374704,-0.34324598,-7.5778046,11.683654,0.5551077,-1.840095,0.7674698,3.5074084,-1.4287317,2.1225927,-1.4448094,0.49307558,-1.6788738,-0.795077,3.191808,4.5408907,3.9034808,3.4048915,7.689858,10.867544,-5.132562,3.0065072,-2.1021543,-1.6539762,3.6305294,-0.202461,-5.704284,-5.906134,-4.31036
Q9NWZ3,-4.225653,-9.993036,6.04402,7.551449,-1.8868243,-6.4740696,11.360337,0.77814984,-3.6843874,1.2965472,3.0862584,-0.9395906,2.7419655,-1.7089565,-1.1212986,-2.3997853,-1.0305148,4.0306973,3.0433235,3.631917,3.4768424,9.888742,9.992061,-4.9483495,1.7560965,-1.8040508,-3.0788105,4.1383066,-0.8525288,-5.4664683,-5.7491117,-5.1214514
Q08881,-3.1192086,-10.278775,5.9234543,6.5336366,0.18668185,-6.7140903,11.335157,-0.5029012,-3.2618976,2.6054916,3.998389,-0.50771475,2.8549695,-2.5405838,-2.293265,-0.24520293,-0.3475876,4.135462,4.8967404,2.6575458,2.852322,8.017618,11.870034,-5.082182,2.4732587,-1.0859668,-2.392955,6.3469677,0.8933432,-4.1405926,-5.9775357,-3.646127
P23458,-3.6833293,-10.093107,3.8226025,6.787753,2.6837738,-6.860374,11.532556,-0.857901,-3.437371,1.1475549,1.2673563,-1.929797,4.5411115,-0.008196754,-1.6589223,-1.2419693,-2.6001773,4.1203437,6.1175222,4.096664,2.3546908,8.385041,10.98273,-6.577725,2.0815349,-1.906151,-2.51534,4.2411475,-0.09466307,-4.531021,-4.8715925,-5.0800285
O60674,-6.197182,-10.801549,6.034888,6.0901217,-0.34315822,-8.103622,11.180088,-0.17887112,-4.818288,-0.70759255,3.8261516,-1.040597,2.250865,-2.8308015,1.3401668,-2.371618,-1.6258062,3.4319887,5.6594887,4.5919137,0.77851534,8.676226,8.964609,-4.614698,2.2892308,-0.8194765,-1.9426318,4.067745,-0.15142348,-5.345221,-4.2599106,-5.9903116
P52333,-7.0790787,-10.456154,4.722134,5.556784,0.5802054,-6.0683208,12.016169,-0.54427755,-2.6693454,1.4080676,5.39328,-1.3740071,4.6205764,-3.5902557,-0.8095035,-2.146019,-2.1884894,2.0586767,7.137348,2.5575805,0.6279984,10.085185,9.140041,-5.9571433,0.21070735,-0.032555137,-2.7891862,4.943298,0.09869695,-3.3303804,-3.73907,-3.590767
P45983,-3.8989587,-9.993684,6.4359493,7.366353,-0.845713,-6.614715,10.051362,0.28324333,-1.8526016,2.0179543,4.0493326,-1.1779848,4.035178,-2.546647,-2.2113178,-1.7398871,-1.1390512,5.2525096,3.0755424,3.6214516,3.4162455,8.201268,11.982627,-5.6958027,2.4502933,-0.010477224,-2.103524,4.3719916,-0.18059316,-4.387652,-6.0584455,-4.150091
P45984,-4.7117686,-9.354651,6.3304105,6.256048,-1.3690417,-8.290519,11.775346,1.5168917,-3.9305353,1.0583532,4.8343697,-0.17432046,2.2419188,-2.2524555,-1.3666382,-2.3265655,-0.7853725,3.9854882,3.7758048,3.4587884,2.7813196,9.423958,9.765243,-5.3885207,2.0535076,-1.8933474,-2.5845304,5.1037083,0.35650563,-4.788412,-5.5574646,-4.233692
P53779,-4.976643,-8.158383,5.7663193,6.02639,-0.4262601,-8.111681,12.492513,0.86827683,-1.9978744,0.78831947,3.8367043,-0.27260634,2.7844234,-1.4407783,-1.4878368,-2.9267802,-1.4169215,4.69664,4.771363,5.0375557,1.5017153,7.1078672,11.698253,-7.1253815,3.0444717,-2.0148377,-0.78295153,3.315617,2.2839513,-5.1494603,-5.132322,-2.7470975
P10721,-5.8614244,-9.848867,4.1598735,5.2328625,0.39309973,-7.4021716,12.389395,0.70276123,-3.0142736,1.864383,5.964301,0.64471847,2.0968318,-1.5285943,-0.46027756,-2.8270895,-1.5234796,4.253942,6.1840863,3.521258,3.0069203,7.462792,10.008866,-4.8538766,1.8388865,-2.1525903,-2.3363886,4.103409,2.0322154,-5.5634084,-6.504465,-3.6028328
O95835,-6.4320803,-9.03503,4.9475393,6.0744905,0.618256,-7.0821066,12.332775,0.53516805,-1.4773633,1.2227118,3.3053925,-0.62656045,4.6343102,-2.7348003,-1.5175865,-4.2404394,-2.39867,2.3420613,8.547991,2.2260954,1.0505986,10.187495,9.382192,-5.566619,1.159778,-1.4941127,-2.0599418,4.0686374,2.8444045,-3.4807925,-3.0756447,-2.7279954
Q9NRM7,-3.752062,-10.048786,7.106023,7.229396,-2.2210827,-6.90096,10.87886,1.5833423,-3.5742805,1.5499185,4.6285977,-2.016304,2.003341,-1.6584425,-0.39150983,-1.4789114,-0.0013330367,2.8426132,2.3434942,2.9711416,3.2562456,8.826335,10.95235,-4.7811985,2.0225735,-0.07057096,-2.8707356,4.5879416,-1.6143241,-6.4583774,-6.162178,-4.927697
P06239,-5.352267,-9.5421715,4.7754807,6.1861563,-1.6781209,-6.6332893,12.138972,2.390819,-2.481691,1.5186467,4.0195756,0.039279405,2.6695821,-1.0672169,-1.5370932,-3.363406,-0.84462655,4.567511,4.956258,2.2672753,2.6738856,7.6022034,11.5024395,-5.9397187,2.3912675,-1.4214374,-2.13775,3.6741438,1.5423818,-6.391489,-6.1415124,-2.8863866
P53667,-5.117568,-8.605498,6.774585,8.856078,0.32019266,-7.7300186,11.793051,0.26916602,-2.2833226,-2.1673229,4.691592,1.0541553,2.4665942,-2.9528117,0.5763794,-1.3711987,-3.3378227,1.8888471,6.531105,6.0774326,3.4910402,8.213557,9.244373,-5.3544145,1.4696627,-1.3184351,-1.9512453,4.831738,0.31464753,-3.145546,-3.786268,-2.5377183
P53671,-5.520195,-10.769154,4.5682325,5.391514,-0.12894757,-6.9881244,10.935596,1.6845443,-3.671173,2.7618876,5.4486256,0.8314327,2.3615696,-2.202077,-0.603437,-1.3955469,-0.6186529,4.486406,5.177058,1.9984581,3.7378228,8.38864,10.127443,-4.2500033,2.1253202,-1.0662026,-4.284604,5.5041986,0.8442958,-5.522193,-6.011818,-4.788673
Q15831,-5.562253,-10.026606,5.9043655,4.9799194,-0.809653,-9.35107,11.00536,0.7205948,-5.3623066,0.542808,5.9832873,1.3583279,0.6840566,-2.122061,0.50114566,-2.3747115,-1.3669921,3.8429432,5.198584,2.7642832,2.5829008,7.427967,9.1812525,-3.664092,3.002361,-1.1289833,-2.7250714,4.8540063,1.1982846,-5.896643,-6.0230193,-5.095371
O94804,-7.2049937,-9.589234,5.6160493,4.9895024,-0.7112015,-5.7645226,10.763431,1.4302852,-2.2958236,0.9901193,5.131267,0.43019828,3.646151,-1.6129355,0.011652365,-3.3100777,-4.565762,4.4589434,6.7797804,1.8565506,2.507166,8.937576,9.925212,-5.395325,2.2341785,0.9474907,-3.5524914,2.8069537,0.5095589,-5.7958007,-5.407281,-5.025327
P29376,-6.5300684,-10.443957,4.9263554,7.25946,-1.0622699,-6.55243,12.075968,0.7208404,-3.5698595,0.21057904,4.38736,-0.9668771,1.5045352,-0.773072,1.2233342,-1.2684679,-1.1735698,3.076798,4.263792,3.8077145,2.936196,7.892172,10.192759,-5.120594,3.117288,-1.3060732,-2.376142,3.1940727,-1.2166417,-6.329069,-5.4182367,-5.1673684
Q6NUK7,-3.7522762,-11.200845,5.9509997,6.4380326,-1.0371975,-7.599104,10.997135,0.33239692,-5.963343,-0.22098313,3.9045475,-1.0739644,2.8351555,-3.4445703,-0.9616757,-2.2808464,-0.49828607,3.5221918,4.503008,4.5413723,1.0867233,9.61183,9.14925,-4.813242,0.92291045,-0.29281026,-2.0919323,5.4190693,-0.21272229,-4.475229,-4.3616405,-4.933986
O43283,-5.534916,-10.006106,4.167945,6.3662033,0.020768892,-7.597605,11.615136,0.044378426,-4.492154,0.0803092,2.7258372,1.2663738,2.7506945,-1.2025689,-0.8420362,-2.291676,-1.9134227,5.6269827,5.8768306,3.6792383,2.07387,6.955944,10.969963,-5.5982256,3.4926836,-1.9107528,-2.3435433,4.1952114,1.4714564,-5.2935,-4.896302,-4.56477
P20794,-4.4666157,-10.823538,5.368727,6.2236857,-0.64834815,-6.5041075,10.895661,0.2949312,-3.4978426,1.9722455,5.2337666,-0.339338,1.274115,-1.1691464,-0.05952339,-1.7206885,-1.8969154,3.9558783,3.991967,3.126719,3.8862493,7.527052,10.916241,-3.9431727,2.7131746,-0.61198467,-3.0031774,3.5685534,0.05037732,-6.7493963,-7.554174,-5.1184063
Q13233,-6.747666,-10.015302,5.5784483,6.7938323,0.19026014,-6.720851,11.291403,-1.0723369,-3.290988,0.42708012,3.7259212,-0.1072399,4.1315312,-2.819444,-0.26015043,-1.3318261,-2.6359448,3.0806127,6.71858,2.305554,1.190257,8.5686455,10.686441,-5.6632414,2.327284,0.021586332,-3.2986658,5.196218,-0.2330743,-4.074428,-3.5364575,-4.513876
Q6ZN16,-6.6195245,-11.20866,4.682463,6.265992,-1.6321173,-6.7251153,11.933502,0.6259686,-3.0306363,2.0244746,5.365793,-0.059774682,0.7312828,-1.7004523,0.6752225,-2.0512116,-1.2144824,2.5847163,3.6740658,3.9320376,4.102006,9.103814,8.747337,-4.620052,2.5256453,-1.607288,-2.549804,1.9980532,0.16223939,-6.1172085,-6.4696693,-4.6701527
Q9Y2U5,-4.030398,-9.485779,4.00079,4.499789,0.9762674,-7.7294807,12.286967,2.8829532,-3.5554729,1.6477072,6.299276,-0.9028839,1.0253797,0.10396705,-0.9194464,-1.9838086,-1.300089,3.3964875,5.069259,3.3548656,2.383857,6.8723664,11.33257,-5.51586,2.5524201,-1.1379852,-2.433013,4.094582,1.74125,-6.868929,-6.7848077,-3.3898273
Q99759,-4.6308613,-10.097226,4.669845,4.3662424,-0.06811202,-8.6854925,12.878457,1.1468605,-4.6820283,0.6981598,4.4113727,0.29863647,0.6811116,-2.3825748,-0.5279988,-2.1303349,0.17428017,3.7945948,5.800397,4.6157403,0.77051944,7.0553885,9.650667,-5.6220922,2.0529563,-3.0022776,-0.9351392,4.9236608,2.8353834,-5.5644093,-5.7857895,-2.9519386
Q9Y6R4,-5.7684755,-11.066667,7.501249,5.0110335,-3.245463,-7.5219164,8.92048,1.7885994,-3.288295,2.4229052,5.7954664,0.33489868,1.1356893,-3.4071283,0.44013,-1.4053084,-0.46030313,4.484817,2.1988478,1.7076477,3.7592673,7.9371014,9.744048,-4.1216893,2.9615104,0.9408286,-3.196082,3.942941,-0.74101216,-6.522117,-7.3050475,-5.518483
Q12851,-6.2722273,-10.244195,5.637173,5.4442005,-1.5076753,-7.135367,11.146256,1.7444783,-4.0436416,1.2244844,5.615899,0.5623683,2.3337913,-2.0955486,0.3675643,-2.924819,-1.159381,4.3708544,5.6087227,2.3235898,2.7318692,8.276547,9.771063,-4.2175345,2.2184818,-0.14872943,-3.1357028,4.3287096,0.6724597,-6.233275,-5.496028,-5.0732126
Q8IVH8,-4.797809,-11.121368,5.6299663,6.210186,-0.30225474,-7.899675,10.500451,0.14808093,-4.288795,0.01923893,4.6171002,-0.502422,4.0445766,-3.315321,-1.4010408,-3.0243638,-1.5205653,4.939814,5.684609,3.627332,1.9248115,8.294294,9.730253,-5.286634,0.97453696,-0.054381076,-1.3622552,5.0869026,0.28333262,-4.083212,-5.6225305,-4.2094684
A0A6D2XP67,-4.7818675,-10.177021,6.1704865,7.243219,-1.444581,-7.1973786,11.99239,1.6292866,-4.257026,-0.77347845,5.2234335,-1.8471755,1.3286966,-1.8607496,-0.20886838,-2.8207886,-1.3020918,2.3720827,4.876711,2.905049,1.9914742,9.481765,9.600926,-3.7809138,2.093338,-1.0723382,-1.5829335,4.6186824,-0.37360895,-5.359725,-5.511818,-4.3807173
Q9Y4K4,-5.661335,-10.531239,4.8166366,5.2989044,-0.36089927,-6.518079,10.88317,1.6898847,-3.657488,2.7301018,5.5865607,0.1114317,1.0147823,-1.1167223,0.49072027,0.12195172,-1.3696624,3.8645873,2.9190729,3.4457178,4.4411697,8.84695,9.511401,-4.83084,2.9754426,-1.1183729,-4.6848545,3.9122136,-0.9427245,-6.125887,-6.3767977,-6.056528
P49137,-5.2225494,-10.271372,6.001418,5.493593,-1.9734831,-6.136452,11.658457,1.2647567,-4.286588,0.5599131,3.8042507,-0.8437186,2.0114079,-1.034646,0.24466868,-3.0026894,-2.391647,3.9533799,4.87444,3.1684709,2.0131881,8.744726,9.93971,-5.2908373,2.0491385,-0.2767458,-2.438421,2.862842,-0.2619709,-7.1934915,-6.2273374,-5.3847413
Q8IW41,-4.575503,-11.209386,4.4444966,7.8969445,0.19029656,-6.5203414,10.937867,0.66668856,-2.1849692,1.4727858,2.6886463,-1.4229282,3.6735241,-1.2268062,-1.9717438,-1.7092351,-1.9827983,3.8274772,4.2627854,3.1023593,4.3512535,9.363087,10.445932,-5.923475,2.0932088,-1.4662073,-2.374912,3.536425,-0.62929356,-4.4236884,-6.244659,-4.1370373
Q9P0L2,-5.124387,-9.233395,5.9018993,5.2952204,-0.16382973,-7.370324,12.616411,-0.70767754,-3.1368783,1.6604437,4.8492265,-0.547414,2.736591,-0.7666018,-0.096422486,-3.2313936,-2.648137,2.9475057,6.4792686,3.5864484,2.4365065,7.84817,10.128898,-5.7320004,1.4035214,-0.98922414,-1.6945623,3.0395803,1.0680392,-6.3338523,-6.4532967,-4.062913
Q7KZI7,-2.6398368,-11.407966,5.933999,6.2455506,0.26393008,-8.295767,8.9845705,1.4753639,-4.388356,0.7731826,5.406592,-2.1904101,2.941455,-2.5086467,-1.7130497,-1.922391,-1.2869459,4.6190443,2.4689307,4.652504,2.921277,8.659052,10.406568,-4.7876554,1.7858684,0.99956775,-2.1720226,4.5175214,-0.79635537,-4.7968497,-6.4049335,-5.4175367
P27448,-5.719511,-8.932934,4.725086,7.308642,-1.126811,-6.42951,13.506329,2.2774546,-2.3300676,0.74749196,4.912838,-1.0459828,1.9370899,-0.9079219,-1.0080092,-2.679201,-1.1585362,2.3098636,4.6153903,3.9495704,2.9450161,10.014,9.822999,-5.734199,2.180269,-2.4737375,-2.0886526,3.3282974,0.7232239,-4.916904,-4.645173,-3.025122
Q96L34,-4.1640944,-11.226508,6.478558,7.3586884,-1.2455823,-5.3513255,10.080617,-0.41112915,-3.4594169,0.98083675,2.7868242,-1.3917413,2.9055583,-2.4276576,-0.5661349,-0.9287144,-2.0625982,5.15692,3.1046157,4.508785,3.4069412,9.438948,10.186787,-4.873293,2.4947722,-0.40029457,-2.442462,3.6629875,-1.6437944,-4.8656783,-6.121408,-6.2810287
Q9Y2H9,-3.7085361,-10.406946,4.4104676,6.2249155,-1.0796745,-6.684054,12.660566,0.022685882,-5.4042497,2.160166,4.044951,0.11788959,0.38093656,-0.7440009,-0.6492727,-0.8900615,0.8330752,3.848852,3.9185922,3.1581225,3.0339468,7.4333067,10.736912,-3.9923341,2.9804974,-2.8799982,-2.5844707,5.104831,0.7614235,-6.419341,-6.4696302,-4.599452
Q02750,-4.9901996,-8.161945,7.102059,8.182135,-1.8286052,-7.0615435,11.045452,2.9906666,-3.106445,-1.8992357,5.6980424,-1.2198973,1.5971594,-1.1175253,0.9768878,-1.6856494,-2.11036,2.9021344,2.4875445,5.6606565,2.7887316,8.20142,10.633546,-5.446901,2.8949423,0.35805726,-2.5715544,3.4299052,-1.8503748,-5.8590875,-4.174261,-4.615231
P36507,-4.3752995,-10.679745,5.0936184,6.241289,-0.88558,-5.9375277,11.703558,0.84397876,-4.778124,0.32389975,4.9526086,-0.9417763,3.3657165,-2.255003,-2.1641443,-0.9298779,-1.998722,3.7980027,3.8617752,4.479739,2.075276,10.060568,9.76259,-6.924423,1.3676398,0.39149874,-2.2996802,4.4642925,-1.1015577,-3.6945982,-4.7105165,-4.094368
P46734,-3.5205364,-9.562924,6.021736,6.9971185,-1.0854145,-7.300534,12.277203,0.5442523,-4.1607985,0.57372063,5.1462245,-1.3405231,2.9689968,-2.822877,-1.8049202,-1.8721122,0.22504294,3.47562,3.4687114,5.5882306,2.034512,9.273279,9.849751,-5.9869623,0.73613715,-1.3724344,-1.2613205,5.287266,-0.100991756,-3.7710164,-4.768225,-3.3125691
P45985,-5.290357,-9.762952,5.482665,6.0487585,-1.1897304,-7.905543,11.889685,1.143864,-3.5869462,1.1091665,4.8034286,-0.5304986,1.2917874,-1.2463982,-0.09635877,-2.5488238,-0.22420177,4.378459,4.3708205,2.3216043,2.805069,7.0436063,10.419104,-4.3325214,2.4018748,-2.7483501,-1.913971,4.857661,0.2602331,-6.5102916,-7.381539,-4.3080006
Q13163,-5.6851344,-9.558656,4.494477,5.7460027,-0.2909176,-8.502177,12.460142,1.602887,-4.2699947,1.1586034,5.6949077,0.4709832,1.205643,-1.0724821,0.6336468,-2.5706244,-0.38660446,3.2567399,4.684332,4.920066,3.2513185,8.116836,8.941595,-4.8185806,2.0566082,-2.4045713,-2.7476282,3.706807,1.1690452,-6.0883045,-5.2415156,-4.518288
P52564,-5.174117,-8.476629,5.2151885,6.358012,-0.9199466,-6.4947443,13.431026,0.6549042,-3.197574,1.7379074,4.568232,-0.6644942,2.128332,-0.25480342,-0.95632356,-1.5940529,-1.2387819,3.484946,3.9598188,4.393367,2.8587258,9.070889,10.524274,-6.438721,2.719525,-2.3193858,-2.3775246,3.4556737,0.22582033,-5.398354,-5.138386,-4.174926
Q14680,-5.4346356,-10.5647135,5.2750654,5.7583723,-0.2604401,-7.9191356,11.261394,-0.34475762,-5.2550097,-0.4833216,7.8616543,-0.41948006,0.8829511,-1.6836791,0.30375966,-2.218845,-2.9701335,2.5741167,4.818187,3.1126518,2.7430778,7.981811,8.626508,-3.5414443,1.7282188,-0.2861878,-1.9856013,4.2737317,-0.92393947,-5.140506,-7.068653,-4.791898
Q12866,-7.1023326,-10.778981,6.17011,7.4867897,-2.5194452,-6.122917,10.925505,0.5446484,-2.4811466,0.01142798,4.798195,-1.5460647,3.3511243,-3.128942,0.46921727,-3.6821856,-1.2721944,3.0552442,5.0644236,1.8980095,1.5885077,8.3867,10.352761,-4.4036818,1.4386839,0.40450472,-1.8818012,3.7209876,-0.9705256,-5.8327456,-5.375586,-4.1588464
P08581,-4.6733127,-9.529992,6.022925,7.5091157,0.09682075,-8.322684,11.376039,1.7415648,-3.0756938,0.6302076,6.173622,-0.9487151,1.1055155,-0.9389585,-0.12188633,-0.810146,-1.738881,1.4215997,3.964547,3.2993674,3.786362,8.518551,10.959214,-4.6233253,3.5757997,-0.17354184,-3.1157794,4.3292217,-0.25815022,-5.341042,-5.1174903,-4.1699395
Q8N4C8,-6.00457,-9.450534,5.582281,6.784895,-1.8404453,-6.409707,12.099879,2.625825,-2.3331254,1.2371429,6.963966,-1.4176877,1.911753,-1.4659733,-0.4262988,-2.1953642,-0.9717527,2.299175,3.3719013,2.8978739,3.1414714,9.173175,10.408083,-5.29927,2.0009017,-0.25180796,-2.7421572,3.6785564,-0.7160577,-5.728472,-5.6347466,-3.5318089
O14733,-4.585138,-10.422859,4.5615635,6.8529162,-0.8613719,-6.5331597,11.389334,1.9661009,-4.578461,0.40858603,4.6929555,-1.1957339,2.6487672,-0.4010531,-1.5370914,-1.4685653,-1.5685533,3.833636,3.5804067,3.2501771,2.7463422,8.903065,11.118132,-5.974744,3.2019815,0.4910833,-2.6708503,3.6814573,-0.8635832,-5.4120817,-4.8352046,-4.7743597
Q9BUB5,-5.7317305,-11.146677,5.3048987,6.2237053,-1.4694618,-8.163722,10.260015,0.5303132,-6.0663424,0.072078906,5.0697684,0.22179383,2.9693735,-2.0739784,-0.046086125,-2.7391677,-1.3961861,3.5473218,4.686133,2.003779,2.6680348,8.581637,8.869406,-4.3740525,1.4517367,0.49984556,-3.360571,4.7994084,-1.3318019,-5.612115,-5.2383575,-5.6245484
