protein_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Q13882,-0.0035735487,0.46797788,0.5572675,0.27175122,-0.2683012,-1.6502352,0.5630074,0.93491983,0.02541561,0.93167406,2.2981331,-0.81931347,0.16678517,-0.8411844,-0.35904077,-0.7693077,-0.15504493,0.84112555,-1.2330453,0.23146553,1.1470013,1.2262685,1.3542175,0.5485649,-0.6299325,0.868886,-1.1039335,0.72957665,1.2100501,-0.33103508,-2.9570732,0.90749156,-1.3595551,-0.42888746,-0.7927495,0.41151166,3.0990028,1.446129,3.2192163,-0.6813596,0.24375774,1.3374474,0.23077832,-1.2327707,0.43899176,1.454819,-1.2095827,-0.95910263,0.41461483,0.48190513,0.38074195,-0.045032494,1.1953647,0.67522275,1.8825557,0.56126,1.1301774,-1.1919065,-0.7503525,-0.473913,0.9370228,-1.1464506,0.090844445,0.55086106,1.4393487,-1.1864381,1.1363823,0.47220153,0.355196,-0.7026727,0.25756726,1.2291101,-1.4333253,-0.30656752,-0.95277107,-0.6632556,0.743695,1.693316,-0.22295085,2.8555186,-0.5000243,-0.2211096,0.049351446,1.1037501,0.6334159,0.6716788,2.290398,-0.17138463,1.5257695,1.7699503,-0.27814388,-1.5859119,-1.686738,-0.36849576,1.6218753,-0.91793686,-2.74491,-2.2222176,0.32175538,0.4334544,-1.9588827,0.56258494,0.8385609,0.9170916,0.5852379,-0.54588205,0.57897353,-1.5991125,-0.27261898,-1.1304165,0.70560515,-0.28484213,0.21930115,0.23493174,0.24950486,0.46140182,-0.47789824,2.3758142,0.83300054,0.655328,-0.171858,-0.098108165,0.09201925,0.17651294,0.019979201,-1.5326545,-0.8859827,-0.06803938
Q14289,-0.25181344,-0.2662519,1.4998031,-0.94555664,-0.2427519,-1.9353698,-0.61939514,0.6426853,0.67501885,-0.05964898,2.0974774,0.082223386,0.3238774,-1.3255326,0.07516642,-1.3766714,-0.59730875,1.3804135,-0.6486205,0.6216666,0.4829066,-0.40334758,0.9823531,0.39276552,-0.98314893,1.5026623,-0.81308556,0.058613636,1.4187422,-0.81154156,-2.6234066,0.882609,-1.3328562,-0.32084793,0.4198562,1.5956303,2.1557417,1.6503885,2.4638145,-1.0200692,0.34584162,2.368157,-0.8257824,-0.48701006,1.9107627,0.75154185,-0.18984872,-2.0215273,0.64522094,0.64716876,1.2224425,0.51661515,1.2349898,0.66861635,1.6148506,1.4467293,0.5264002,-0.008289134,-0.31253138,-0.38983965,0.48181087,-0.4129728,0.6908275,1.49334,0.7319443,-0.040333565,1.8160964,0.2397575,1.3780553,-0.33186355,0.41316664,-0.0039305836,-0.8880098,-0.84285665,-0.55011624,0.5779935,1.2031163,1.4909085,0.48159677,2.4915688,-0.09370649,-0.45538482,1.7080113,1.1148036,0.5766639,-0.20885971,1.6602678,-0.8379478,0.7747797,0.35880494,-0.7482619,-0.90484464,-1.5561799,-0.42188603,1.4211249,-0.31817734,-2.7183285,-2.118083,1.4446884,-0.893088,-2.2263741,0.8050753,0.71621203,1.0331178,1.3304511,0.5289091,0.24852516,-2.611703,-0.0033228975,-1.0476824,0.8515839,0.68642896,-0.27689674,0.24550317,-0.4543293,-0.7622224,-0.55618256,0.42989978,1.2218907,2.574366,0.15668905,0.19007094,0.3008056,-0.2921791,0.030192183,-1.2150497,-0.7591111,-0.5287309
Q15078,1.2202508,-0.512906,1.7263584,-0.64753294,0.46908846,-1.1130648,-1.4863708,0.9380659,0.29622218,0.16239217,1.5254712,-1.4530636,-0.089280695,-1.0980284,-0.9028508,-2.222681,-0.3432132,0.3534067,-1.9768351,-0.19682556,1.3372114,-0.41984662,1.6879785,-0.3465362,-1.2101837,0.90785974,-1.9497086,-0.09433569,0.67076415,-0.8557135,-2.6631522,2.2623727,-1.0911849,0.63502514,0.5209229,0.24461113,3.0190315,2.1054466,1.8460488,0.677272,0.949696,0.47727442,-0.31805584,-0.3601008,0.047714777,0.43818378,0.59733486,-1.558948,-0.2612407,0.7488381,-0.2254831,0.37486863,0.7223016,1.2597115,2.2431455,1.0763315,1.5324657,-1.1174088,-0.95729256,0.120793745,1.7020257,-1.3807278,1.60556,1.2530906,0.9044737,-0.4471949,1.9185922,0.106374756,-0.3220905,-1.3625426,-0.04273589,0.7400236,-0.5374625,-0.7228206,-0.2017199,-0.59788656,1.2500471,0.54948145,-0.6502689,1.1384511,-0.27610937,0.020969661,0.6895861,-0.20677641,0.20667878,1.6720861,1.6597605,0.87395996,0.24955794,1.9663944,-1.0771139,-0.49027467,-1.2487698,-0.5797519,0.6156026,-0.00169315,-2.8059313,-2.4967732,-0.04247199,0.050766055,-1.2904761,0.36992252,1.3542519,0.6380458,1.2121372,-1.3131996,-0.6211613,-2.2116814,0.86962026,-0.52379507,-1.1943027,0.28201365,1.230161,-0.39013892,-0.52668893,0.97667915,-1.3874942,1.9487137,0.792446,1.8070695,0.45398444,-0.8572543,0.09726717,0.2697818,0.56117404,0.10119504,-0.507748,1.592981
Q15118,0.2747384,0.0696437,1.7128532,-0.5485893,-0.26654112,-1.980068,-0.07887849,1.0690894,0.9252283,-0.03528336,2.0766792,-0.24806058,0.07991896,-0.5372825,-0.23660325,-0.55814624,-0.8077498,0.8390866,-1.2432675,1.1834176,1.6885917,0.4668694,1.0443548,-0.43356663,-1.2259067,1.1091125,-1.4145112,0.46484214,1.1106108,-0.6923087,-2.6091113,0.6919398,-0.90407294,-0.22121291,0.20520157,1.4215897,3.1238775,1.7588809,2.7231414,-0.50595355,-0.18041652,1.9178491,0.3015459,-1.0581093,1.2007605,1.3854944,0.0047064237,-1.4709678,0.4266947,0.50576466,0.44214132,1.2053204,0.9208002,0.6459661,2.411496,1.2362583,1.5105567,-0.012689983,-0.31418598,-1.2652395,0.48370802,-1.5837564,0.2515903,0.73667985,1.5261575,0.13684118,2.0307097,0.5614682,0.1428289,0.113181785,0.59404,0.58085024,-1.1816349,-0.2343414,-0.06372429,-0.1369242,0.98946035,1.1902895,0.45151567,2.3425922,0.3816954,-0.7244754,0.9316775,1.2593043,0.53943264,0.42747304,1.9668632,-0.6941255,0.89332193,1.119822,-0.76532304,-0.9010335,-1.627247,-0.5016802,1.5090569,-0.08366676,-3.1732333,-2.418877,0.64741445,-0.39806888,-2.7078333,1.3025342,1.2157899,0.92921406,0.90918785,0.37806612,0.47969228,-2.354268,-0.63559514,-1.3150551,0.12258392,0.7352716,-0.74466056,-0.28128755,0.6369194,-0.14004321,-0.2986549,1.3590965,0.7793613,1.2917964,0.07944676,0.11010866,0.2892953,-0.43345636,0.28323504,-0.82213616,-0.20401058,0.2676303
Q15139,0.60224146,-0.37005147,1.2145871,-0.20061195,-0.22841965,-1.984124,-0.64125866,1.158573,1.1099765,-0.12292212,1.5283526,-0.82781684,0.83309793,-1.0240971,0.36576834,-1.2921244,-0.65639246,1.242512,-0.8955948,-0.5047754,1.0660907,0.6337777,1.2931517,0.40616217,-0.67200917,1.0791359,0.019387392,0.64894456,1.4215201,-0.53540385,-2.764398,0.75066614,-0.57550323,0.099379204,-0.98538977,1.1271507,2.9930677,2.0914502,3.0610435,-1.2876583,-0.054159258,1.4788679,-0.4923119,-0.7023932,0.99065727,0.8931239,-0.023990149,-1.7354778,0.7242466,0.64692545,0.14239644,0.09341581,0.8193986,1.6680309,2.1769302,1.0040818,0.7103724,-0.6722679,-1.4166092,-0.41193882,0.73657966,-0.36510593,0.8537156,0.5486703,1.5136747,-0.21236305,0.99031925,-0.019583672,1.0239084,-0.55000174,0.8349393,1.1935894,-1.2842723,-0.10912954,-0.6361358,0.1790766,0.8521913,1.7626878,0.039989978,2.4457395,-0.32208315,-0.11620276,1.1334611,0.3997869,0.51944137,0.5620029,1.9101388,-1.3977456,0.4120519,0.9019867,-0.83102655,-0.663275,-1.2459586,-0.32660317,1.8182415,0.03163698,-3.1096866,-2.6539814,0.953925,-0.21334805,-2.3351867,0.73092824,1.0817753,0.77067757,0.27677864,-0.36373132,-0.31235427,-1.9222982,-0.13528977,-0.41604406,0.111486375,0.13626891,-0.23776996,1.3873582,-0.49650544,0.12160078,-0.83656955,1.2008137,1.0020747,1.9425113,-0.006622143,-0.52974576,0.2908251,-0.2524959,0.84665895,-1.5240151,-0.69573164,0.4141272
Q96RG2,0.73393154,0.49372247,1.0874137,-0.11280756,-0.6018528,-1.4909204,-0.4747918,0.099803485,0.47893995,0.22160608,2.2782009,-0.94585913,0.9303905,-0.49803358,1.3473762,-1.0317445,-1.4909849,0.09316893,-1.8770266,-0.3370715,0.22035766,1.7327222,0.35844624,1.1271378,-0.75378805,1.766823,-0.30397397,0.5524099,0.573828,0.107132286,-2.653252,0.36431634,-0.46712813,-0.51346296,-0.8547386,-0.08085224,2.9610465,2.2547328,2.8429754,-0.28428075,-0.5025661,0.605725,0.7034272,-0.14238063,0.07509649,0.9384886,-0.51367426,-1.0177169,1.0826471,0.39674988,0.5289646,0.6306951,1.1166327,0.6117529,0.44846055,1.7873584,1.6117424,-0.7370803,-1.1377096,0.08247053,0.55805737,-1.2103357,-0.27678937,0.30123514,2.0857325,-0.5623849,1.1336051,-0.7980489,0.23428148,-0.91001546,0.6557676,0.84732056,-1.4248425,-0.0014356421,-0.33978808,-0.34260246,0.36595255,1.8268528,0.31606567,2.520885,-0.11918532,-0.75562173,0.41835946,0.7250812,-1.0434912,1.1538556,0.9125911,-0.06738823,0.32793492,1.2385302,-1.333589,0.18036199,-1.1254164,0.13528621,0.7191353,-0.48381242,-2.848001,-1.8500652,0.0957254,-0.6802581,-2.2600675,-0.41865674,1.2979138,1.4981349,-0.59442264,-0.6100085,1.3430957,-2.1771553,-0.67577773,-0.1870044,1.225774,0.30167285,0.47928843,0.92486084,-0.11192992,-0.08417635,-2.9387097,1.4542547,0.84223586,1.1737105,-0.010370262,-1.0485375,0.45354477,0.69330525,0.08702992,-2.0062914,-1.1549159,-0.10937406
Q9UBE8,-0.21337594,0.7155524,0.8235705,1.3244807,-0.90518475,-1.7300012,0.21969843,0.8725317,0.12540853,-0.008528497,2.2803745,-0.6724542,0.5107084,-1.3703835,0.37687674,-0.85532373,-0.3244239,0.49539074,-1.7306619,-0.17131454,0.30387494,1.6858612,1.1002226,0.43493629,-0.6603482,1.334339,-0.5091206,0.72707045,0.35066804,-0.6900479,-3.0248008,0.59587616,-0.9395126,-0.7812817,-0.6545867,0.8713125,3.3406303,1.3534609,2.9849827,-0.86185133,-0.6273009,1.2229054,0.20131926,-0.77168876,0.6614616,1.2419759,-1.1627582,-0.7949203,0.6623698,0.83294237,0.6699715,0.34351438,1.3450283,1.2794768,1.7088176,0.49897015,1.1754125,-1.1662647,-1.2861661,0.06584643,0.2415409,-1.196192,0.26845238,0.31888628,1.0814611,-0.25437418,1.2570428,0.6007833,-0.018233594,-0.6922012,0.83811563,1.0275829,-1.5708318,-0.33384764,-0.1836685,0.12886299,0.8616894,1.0512619,0.17079434,1.9720769,-0.26831108,-0.19085522,1.0029588,1.1820594,-0.5491611,0.51302624,1.8775115,0.18179607,0.8862858,1.0707158,-0.4072112,-0.6566976,-0.78445023,0.019034328,1.8726561,0.0001250282,-3.148579,-2.2162316,1.1145023,-0.3675818,-2.5165253,0.11507873,1.7637534,1.8188443,0.9250579,-1.0134407,1.4807944,-1.4485868,-0.54914373,-1.1240445,1.0320301,0.15134937,0.1504157,1.0891032,0.6907693,0.21152031,-0.69605476,1.683122,0.6823878,1.1116983,0.5258763,-0.33395267,1.120761,-0.41963744,0.95918214,-2.1110485,-0.2494228,0.020124886
Q12866,-0.18098418,0.45656252,1.7168863,-0.27976194,-0.49465835,-2.5374727,-0.45838264,1.5079408,0.760667,0.09120599,2.2740297,-0.20594916,1.1686243,-1.7323167,-0.27348757,-1.2762384,-0.442676,1.3195871,-0.87730885,0.6966947,1.0074608,0.25961852,1.015527,-0.38184547,-0.9055383,0.9671509,-1.2927016,0.42024285,1.5025969,-0.30444485,-2.8125298,1.4493619,-1.5342418,-0.25872967,0.48357308,1.161904,2.4263961,1.6944228,2.2119503,-0.60318977,0.44108889,1.8286371,0.022081904,-0.31154335,1.288539,1.3992909,-0.5453364,-1.5813084,0.6113367,0.62405646,0.6751258,0.58161944,0.90041864,0.8808663,2.0477903,0.8628532,0.6434359,0.23520371,-0.69586533,-0.84475464,0.4475437,-1.1725196,0.7757328,0.39488074,1.4230841,-0.60475,1.4665287,0.31218293,1.2141534,-0.6773344,-0.050227284,0.06554795,-1.6043286,-0.7044629,-0.48514286,-0.47111475,1.3371624,0.72320557,0.40669808,2.4952617,-0.3078085,-0.51755303,1.4074033,1.6766162,1.2459594,0.69207764,1.9862361,-0.1863149,1.1572906,0.82838094,-0.7979058,-0.93532526,-1.4927882,0.4128192,1.2623692,-0.15537058,-2.3854244,-1.9637893,1.1905513,-0.4722689,-2.8261535,0.62732667,1.4256194,0.9643649,0.65096474,-0.24822852,0.41113704,-2.6025426,-0.49995777,-1.1936055,0.6046562,0.2719335,-0.17754212,0.3391922,-0.103118464,-0.16362901,-0.090107255,1.1503757,0.76419646,1.4404614,-0.39059165,-0.13165751,0.7488521,-0.9434172,-0.08421305,-1.5598493,-0.2811315,-0.13952085
Q14164,-0.2966871,-0.08150324,0.5749646,-0.06787573,-0.8856242,-1.9413515,-0.5081449,0.30792072,-0.15912457,-0.34682566,2.229237,0.18577181,-0.27032164,-1.302885,0.37772956,-0.19137505,-0.3882253,0.64822185,-1.0781375,0.79665804,0.9924783,0.95822793,1.404028,0.90402555,-0.26856753,1.9302325,-0.93817246,-0.32854125,0.7755176,-1.3785912,-3.4400651,-0.08488288,-0.209493,-0.61164576,-0.019022506,1.7750592,3.3559809,1.1276087,2.4285276,-0.73796666,-0.2447713,1.3676001,0.106872395,-0.59735847,0.8384722,1.0056269,-0.7375876,-1.4497789,0.59780806,0.11546151,1.2413146,0.5515289,1.5696445,1.4061483,1.4324213,1.248101,1.3529187,-0.7968,-0.67993534,-0.60349673,0.19511107,-1.0963101,0.5620838,0.4157264,0.39908925,0.60965997,2.4862294,0.7485818,0.019060053,-0.3964729,1.1506816,-0.29254228,-1.1330867,-0.33038634,-0.7287887,1.1147394,-0.009362046,0.5537383,0.61322665,1.8033425,0.09664184,-0.5254069,1.3428353,1.7550808,-0.43584815,0.27271658,1.1174672,-0.3050147,0.69184947,0.52424127,-0.7211289,-0.23887269,-0.47531912,-0.082432695,2.0057583,0.13274768,-2.9599657,-1.1567354,1.7017335,-1.0684111,-2.2553487,0.8675798,1.3760871,1.3394847,1.6920682,-0.18401971,1.9168935,-1.6995516,-0.896434,-2.143471,0.9238517,0.60108125,-0.63135934,-0.119032726,1.314639,-0.94558835,-0.24104537,0.8548388,0.7323167,1.7026464,0.30849314,-0.26814982,0.18421698,-0.8156809,0.22425002,-2.1988487,-0.62314904,-0.08827305
P19784,-0.4489978,0.25929436,0.51038533,0.043145943,-0.33837718,-1.3158383,-0.19360675,0.6898442,0.37772676,0.910815,2.7249546,-0.52559274,-0.19965222,-0.64460164,-0.5101476,-0.77924,-0.2757935,0.8067211,-1.3816692,0.21740966,0.68920743,0.9648851,1.083319,0.6443835,-0.89113337,1.1212785,-1.1398563,0.16453306,0.13164836,-0.5492833,-2.7222748,0.3955826,-1.0938376,-0.41521916,-0.28544274,1.0737561,3.1502423,1.3816543,3.2461033,-0.95291644,-0.67864704,1.4599977,-0.4142921,-1.4733732,0.80316865,0.7411095,-0.8642225,-0.52610445,0.233715,0.98414946,0.29980046,0.41220963,1.434693,0.7431933,1.8918763,0.83495516,1.4009879,-0.93366045,-0.639136,0.25482586,0.35974908,-0.977359,-0.015001541,0.2834958,1.4890049,-0.027238049,1.4028366,0.6172643,-0.07006827,-0.5392058,0.49210745,0.78481543,-0.70641536,-0.52998006,-0.7309624,-0.3991015,0.9171401,1.7695975,-0.0650514,2.4771233,-0.53112423,-0.45638704,0.27912512,1.4727156,-0.44300205,0.21219516,2.5349298,-0.34779468,1.0561875,1.4871784,-0.23654322,-1.2559642,-1.6351253,-0.8287255,2.0341017,-0.7491493,-3.4163804,-2.3190658,0.5434271,-0.14233777,-2.6976814,0.11668253,0.60247105,1.3152307,0.9348372,-0.42070425,0.55972046,-1.633066,-0.7241259,-1.4328202,0.57161236,-0.149161,0.13656391,0.53315073,-0.100121796,0.11834715,-1.1716161,2.2130191,0.7930649,1.556564,-0.035846714,-0.5510709,0.4787318,-0.1806317,0.3298339,-1.5009292,-0.6692678,0.2559855
P67870,-0.3883419,-0.34356847,0.9129544,-0.44770914,-0.259796,-1.8909986,-1.1966677,1.1028025,0.09161624,0.0027896166,1.904177,-0.66742766,0.47515914,-1.0108973,0.86302775,-2.249117,-0.5790202,1.4592426,-1.1155849,-0.26699173,0.2785653,-0.09746908,0.2684218,0.65587735,-1.2305064,0.7899091,-0.6224588,0.18588795,0.3647365,-0.46151257,-2.752964,0.5017927,-1.2127794,-0.035913162,0.431176,1.19153,1.895553,1.6793817,2.5190158,-0.7132909,0.06133182,1.7505165,-0.60061836,0.43614817,0.8232149,0.62202084,-0.060616236,-1.3321174,1.4959899,0.7027667,0.66636217,-0.017758938,1.7120934,1.083841,2.3499851,1.6586633,-0.27240855,-0.29099077,-1.1392549,0.98863024,0.9619353,-0.22832513,0.799707,1.1025648,1.5711417,-0.17980188,1.0309478,0.16533625,1.4492226,-1.411454,0.62645406,-0.14011955,-1.3624222,-1.6523548,-0.48268664,-0.13091454,1.2458153,0.9209513,0.4165605,2.898251,-0.016094357,-0.61109143,1.855772,1.5127748,0.15019873,0.055483967,1.8717637,-0.4034097,0.62063944,-0.19772762,-0.22906362,-0.4871977,-1.450179,0.42517328,2.0276997,-0.018639421,-3.4654326,-2.3248906,0.69964975,-0.97421306,-2.5683956,-0.24603197,1.3888638,1.4428357,0.25967607,0.11089493,0.35580915,-2.5914001,0.16212565,-1.0025266,0.52246433,0.0981481,0.7412346,1.1183678,-1.1663694,-0.13887826,-1.3800708,0.85786533,1.0593463,2.0367641,-0.40630388,0.11381771,0.6445718,0.056507304,0.186363,-1.2473431,0.11540863,0.0034114323
O43741,0.13746928,-1.1085236,0.94981104,-0.62370586,-0.41215104,-1.8481157,-0.8997183,0.9257878,0.15309691,-0.34946585,2.2321997,-0.39848664,-0.54318553,-0.7719314,-0.031388313,-1.3620344,-0.58717495,0.15469399,-1.6404333,-0.353361,1.0876269,-0.17306352,0.90692997,0.77670574,-0.41196394,1.5899688,-0.5503737,0.12392553,1.1300558,-1.3799993,-2.6606262,0.18740448,-0.46108496,-0.19060314,-0.07037022,1.6965106,2.9927518,1.1411328,2.7996502,-0.4575152,-0.2331605,1.4372829,-0.43828708,-0.6554131,1.0781883,-0.30552107,-0.13630179,-1.0974891,1.129895,0.45766068,0.46581563,0.20621395,1.0958517,1.1182066,1.4750624,1.1020857,1.4717087,-1.390908,-0.6431398,0.31798056,1.0249397,-0.94264066,0.15761653,0.6029707,0.98450565,0.98564005,2.2812088,0.904487,-0.061954822,-0.535437,1.5066278,-0.5079789,-1.1985822,-1.072186,0.05526177,-0.0039282637,0.46903396,0.6860731,1.4854885,2.3514624,-0.75919557,-1.5594356,1.6305779,1.5247091,-0.91339886,0.4972313,1.4353129,-0.26755005,0.98806727,0.81484234,-0.18111777,-0.07293858,-0.55914146,-0.02538167,1.661177,-0.09295331,-3.4100642,-2.4252632,0.28179187,-0.039756246,-2.425846,1.3495494,0.21263282,1.1383313,1.8054863,-0.12336782,0.56423205,-2.9859746,-0.3655496,-0.9920504,0.3559854,0.25347093,0.3440793,0.22565559,0.7431869,-0.25486007,-1.2580775,1.4213953,1.1213058,1.1288875,-0.023609364,-0.5139139,0.041404173,0.17389816,0.0037410427,-1.0516677,-0.2764483,0.18577136
P22612,0.7966738,-0.46243793,0.64003354,0.7557778,-0.8809931,-2.3014488,-1.0562371,1.3133572,0.402248,-0.39823884,0.74505275,-1.4289364,0.28180817,-1.5307684,0.3191973,-1.2205198,-0.20167136,1.7767725,-0.8259286,0.736296,1.414886,0.44046295,1.3858817,0.8851315,-0.77057445,1.0457184,-1.1107084,-0.50183684,1.725351,-0.85187334,-3.286857,1.4328487,-0.7558734,-0.18709882,0.011354575,1.2703973,3.0719159,1.4796287,2.319118,-0.4006088,-0.06402609,1.5647519,0.3615947,0.0010567154,0.749849,0.7290599,-1.1183167,-1.6529843,0.44351396,0.5177812,0.5118527,-0.76632786,1.6121705,1.9911978,1.6457992,1.3035359,-0.16398954,-0.7249037,-1.6462506,-0.4714997,0.64293164,-0.38039887,1.239864,0.7795164,0.63267994,-0.5727203,1.2461512,-0.08310474,1.5127782,-0.7766054,0.5142619,0.44619673,-1.9399134,-0.34127524,-0.8887881,0.26395512,-0.024193566,1.110283,-0.13756438,2.4561715,-0.6626289,-0.22776835,2.0712042,0.34663716,0.9931929,0.19913079,1.5745194,0.055310067,0.9136924,1.008274,-0.33336636,-0.8834503,-1.5694166,0.39435777,2.5165126,0.350951,-2.7104528,-1.4844782,1.5417831,-0.30549392,-1.7286708,0.6492022,0.826707,0.4278577,0.7906091,-0.119938925,0.75905,-1.3176243,-0.6056465,-1.4253199,0.48615232,-0.07293145,0.28985325,0.94127446,0.21735743,-0.6698922,0.20666356,0.7908828,1.163141,2.138022,0.29593343,-0.60511965,-0.43543267,-0.6402133,1.2123871,-1.9180133,-0.25251758,0.41902414
P22694,0.11362842,-0.4479267,0.38742056,-0.0052803755,-0.33960328,-2.0186188,0.021308413,1.7230548,-0.10496567,0.43007436,2.4687943,-0.5038051,-0.0598699,-0.53114533,0.6717027,-1.352953,-0.31945357,1.0040941,-1.3824738,0.35930845,1.1007899,0.19987094,0.0607428,0.32345235,-0.9345842,0.35338625,-1.2895762,0.18464419,1.4172417,-0.21923384,-2.962655,0.96448857,-0.4834854,-0.4369433,-0.31910318,1.1169996,2.8899658,1.2596776,2.588281,-0.506195,0.2224675,1.7979054,0.67507523,-0.5654167,0.2798964,0.24159938,-1.2034786,-1.1685654,1.6682998,0.4937782,1.3013257,-0.39512908,1.3795173,0.4638846,2.341747,1.212292,0.9353382,-1.4528435,-0.63295084,-0.027949478,1.0163888,-1.1429368,-0.6667272,0.38162822,1.0714039,-0.37348598,1.5362154,0.93821543,0.2771223,-0.63560057,0.8710368,0.7601365,-1.5476965,-0.8547475,-0.09604847,-0.59810823,0.9348677,0.74878144,0.84957206,2.9657426,-0.4310856,-1.3564749,0.911512,1.1823334,0.23825556,0.21959546,2.3965409,0.122658715,1.6619194,1.2434664,0.11453593,-0.65050507,-1.7397166,-0.008327203,1.9810869,-0.056076724,-3.284572,-2.6768188,0.22278535,0.011534832,-1.9190868,1.0417609,0.93527675,0.22136742,0.8551427,0.24850368,0.91834044,-2.1851454,-0.2992085,-0.8205268,1.2418877,0.7104464,0.43610418,0.5007617,0.5856125,-0.109833725,-1.1885206,1.8862765,1.100246,1.1925594,-0.09028705,-0.05807451,0.27174762,-0.22307937,0.30171594,-0.6452221,0.0052431943,0.2353872
P54619,0.63705504,-0.01841129,1.1081371,0.52795905,-0.3950071,-1.5565767,-0.36965603,0.8390139,-0.15411283,0.7443467,1.6915026,-1.262385,-0.19714671,-0.93784887,-0.9997318,-1.2223566,-0.0087023955,1.033232,-2.1079779,0.26855886,1.6814157,0.8207766,2.0242562,0.5332401,-0.7620464,0.55942464,-2.2502582,-0.088856995,0.49125668,-1.0521942,-3.4997513,1.573198,-0.68865895,-0.31053954,0.18186623,0.42148334,3.1931713,1.03955,2.3374295,0.40076494,0.17216109,0.9542293,-0.30875915,-0.82188976,-0.09587904,1.2662871,-0.7067633,-0.92225164,-0.14838533,0.9170795,0.050439935,0.47488236,1.2673126,0.6888164,1.9691045,1.073754,1.095193,-1.1550891,-0.92545843,0.38036203,1.0795809,-0.91982526,0.9550889,1.3787524,0.83565384,-1.2372358,2.078897,0.45008793,0.27847847,-0.9415805,0.16875955,1.4550294,-1.1443133,-0.90525043,-0.6672437,-0.62279224,0.9065551,1.2963275,-0.79799867,1.8307105,-0.025912821,0.27781257,1.030908,0.91481626,0.5363862,1.2686757,1.9707435,0.48213208,0.67871183,2.074136,-0.40034422,-1.1765497,-1.4756854,-0.38000914,1.8717062,-0.29683042,-3.242745,-2.517539,0.5480456,0.0405592,-1.4718317,0.45270088,1.3559742,1.035731,1.2980478,-1.1401042,0.5225066,-1.1354696,0.44145116,-1.6000936,-0.2021759,-0.36115867,0.54569864,0.059825987,-0.21663687,0.40642732,-0.27180353,2.149669,0.569306,1.7502558,0.4163009,-0.56827825,0.04928141,-0.18962112,0.7609959,-0.5282344,-1.0011094,0.8389941
P54646,0.9652241,-0.114410274,1.721597,-0.36897683,-0.81115067,-1.2173538,-1.223686,0.4462265,0.72061217,-0.5255965,1.1660523,-1.2543558,-0.13270703,-0.23484918,-0.23506923,-1.5449694,-1.6649544,0.3347846,-2.0457234,-1.0677714,1.1200343,0.43782362,1.7559499,0.7800764,-0.99075073,1.8473206,-0.44886366,0.49781713,0.61327475,-0.53898,-3.1178496,0.7410692,-0.84790695,-0.30503178,-0.059773028,0.4573522,2.8803132,2.0335126,2.7275774,-0.33587122,-0.78287566,1.2743901,-0.98445386,-0.40650997,0.7120577,0.58244336,0.13179198,-1.3695165,0.2792203,0.45796087,-0.14339155,0.14801481,0.5983734,1.375203,1.3864851,1.5597206,1.3494486,-0.840317,-1.5803044,0.2650572,0.581528,-0.6601483,0.8616879,0.9706603,1.2877576,0.14514874,1.2733781,-0.42290857,0.47043693,-1.0643227,0.56085247,0.82073903,-1.3198408,-0.72596216,-0.34836185,0.12083627,0.87696797,1.6338791,0.03584233,1.3309522,-0.16861424,-0.0985468,1.86198,0.16960867,-0.7075152,0.5018124,1.1140994,-0.42466295,0.013695564,1.1410791,-0.93107665,-0.15517643,-0.8789024,-0.2582164,1.5835254,-0.38395697,-3.3667932,-2.3101099,0.49209788,-0.32758218,-2.2029183,0.4961609,0.89300245,1.6036886,0.6058126,-0.7481466,0.07763709,-2.2986503,-0.26979917,-0.67761827,-0.1344721,-0.59238523,0.26254502,1.1974068,-0.21371001,0.88283587,-1.5034565,1.5495781,1.5053225,2.0483608,0.63527954,-0.96051383,0.38994232,0.6781093,0.73426116,-1.5978019,-1.448059,0.08806304
